id_venta,fecha,cliente_id,sucursal,metodo_pago,producto,categoria,cantidad,precio_unitario,total
1074,2025-08-25,C0007,Centro,Efectivo,Detergente,Limpieza,3,53.74,161.22
1074,2025-08-25,C0007,Centro,Efectivo,Pan de dulce,Panadería,3,10.34,31.02
1074,2025-08-25,C0007,Centro,Efectivo,Detergente,Limpieza,3,53.75,161.25
1074,2025-08-25,C0007,Centro,Efectivo,Papel higiénico (4u),Limpieza,2,36.25,72.5
1075,2025-08-25,C0091,Centro,Efectivo,Agua 1L,Bebidas,2,11.73,23.46
1075,2025-08-25,C0091,Centro,Efectivo,Detergente,Limpieza,1,54.21,54.21
1075,2025-08-25,C0091,Centro,Efectivo,Detergente,Limpieza,3,56.99,170.97
1076,2025-08-25,C0183,Del Valle,Efectivo,Detergente,Limpieza,2,56.17,112.34
1076,2025-08-25,C0183,Del Valle,Efectivo,Pan de dulce,Panadería,2,10.34,20.68
1076,2025-08-25,C0183,Del Valle,Efectivo,Pan de dulce,Panadería,3,10.41,31.23
1076,2025-08-25,C0183,Del Valle,Efectivo,Pan de dulce,Panadería,1,10.45,10.45
1076,2025-08-25,C0183,Del Valle,Efectivo,Detergente,Limpieza,1,53.48,53.48
1077,2025-08-26,C0036,Norte,Tarjeta,Detergente,Limpieza,3,56.06,168.18
1077,2025-08-26,C0036,Norte,Tarjeta,Detergente,Limpieza,1,55.29,55.29
1077,2025-08-26,C0036,Norte,Tarjeta,Papel higiénico (4u),Limpieza,2,34.52,69.04
1077,2025-08-26,C0036,Norte,Tarjeta,Chicharrón,Botanas,3,20.73,62.19
1078,2025-08-26,C0190,Del Valle,Efectivo,Detergente,Limpieza,2,57.72,115.44
1078,2025-08-26,C0190,Del Valle,Efectivo,Detergente,Limpieza,3,54.19,162.57
1079,2025-08-26,C0174,Centro,Transferencia,Huevo (docena),Abarrotes,3,33.45,100.35
1080,2025-08-26,C0008,Norte,Transferencia,Detergente,Limpieza,3,55.95,167.85
1081,2025-08-26,C0143,Centro,Efectivo,Cerveza 355ml,Bebidas,2,22.07,44.14
1081,2025-08-26,C0143,Centro,Efectivo,Detergente,Limpieza,1,57.28,57.28
1082,2025-08-26,C0041,Norte,Efectivo,Detergente,Limpieza,2,55.2,110.4
1082,2025-08-26,C0041,Norte,Efectivo,Detergente,Limpieza,2,53.29,106.58
1083,2025-08-26,C0088,Norte,Efectivo,Detergente,Limpieza,3,54.38,163.14
1083,2025-08-26,C0088,Norte,Efectivo,Detergente,Limpieza,1,54.56,54.56
1083,2025-08-26,C0088,Norte,Efectivo,Pan de dulce,Panadería,2,10.46,20.92
1084,2025-08-26,C0007,Centro,Efectivo,Papel higiénico (4u),Limpieza,1,33.48,33.48
1084,2025-08-26,C0007,Centro,Efectivo,Huevo (docena),Abarrotes,2,33.39,66.78
1085,2025-08-26,C0215,Centro,Efectivo,Detergente,Limpieza,3,53.09,159.27
1085,2025-08-26,C0215,Centro,Efectivo,Agua 1L,Bebidas,3,11.62,34.86
1085,2025-08-26,C0215,Centro,Efectivo,Queso 250g,Lácteos,2,45.37,90.74
1085,2025-08-26,C0215,Centro,Efectivo,Papel higiénico (4u),Limpieza,3,34.32,102.96
1086,2025-08-26,C0038,Del Valle,Tarjeta,Chicharrón,Botanas,1,19.34,19.34
1086,2025-08-26,C0038,Del Valle,Tarjeta,Detergente,Limpieza,2,55.72,111.44
1086,2025-08-26,C0038,Del Valle,Tarjeta,Detergente,Limpieza,2,52.43,104.86
1087,2025-08-26,C0016,Centro,Transferencia,Detergente,Limpieza,2,53.56,107.12
1088,2025-08-26,C0129,Del Valle,Efectivo,Pan de dulce,Panadería,2,9.81,19.62
1088,2025-08-26,C0129,Del Valle,Efectivo,Detergente,Limpieza,2,55.57,111.14
1088,2025-08-26,C0129,Del Valle,Efectivo,Pan de dulce,Panadería,1,10.33,10.33
1089,2025-08-26,C0016,Centro,Tarjeta,Detergente,Limpieza,3,57.61,172.83
1090,2025-08-27,C0001,Centro,Efectivo,Detergente,Limpieza,3,56.26,168.78
1090,2025-08-27,C0001,Centro,Efectivo,Huevo (docena),Abarrotes,3,31.48,94.44
1090,2025-08-27,C0001,Centro,Efectivo,Pan de dulce,Panadería,2,10.37,20.74
1090,2025-08-27,C0001,Centro,Efectivo,Detergente,Limpieza,3,53.71,161.13
1090,2025-08-27,C0001,Centro,Efectivo,Detergente,Limpieza,3,54.16,162.48
1091,2025-08-27,C0014,Norte,Efectivo,Detergente,Limpieza,3,57.52,172.56
1091,2025-08-27,C0014,Norte,Efectivo,Detergente,Limpieza,2,53.28,106.56
1092,2025-08-27,C0204,Del Valle,Efectivo,Chicharrón,Botanas,3,19.84,59.52
1093,2025-08-27,C0024,Norte,Tarjeta,Detergente,Limpieza,1,56.6,56.6
1093,2025-08-27,C0024,Norte,Tarjeta,Pan de dulce,Panadería,1,10.46,10.46
1093,2025-08-27,C0024,Norte,Tarjeta,Aceite 1L,Abarrotes,3,37.64,112.92
1093,2025-08-27,C0024,Norte,Tarjeta,Detergente,Limpieza,2,56.36,112.72
1093,2025-08-27,C0024,Norte,Tarjeta,Detergente,Limpieza,3,55.18,165.54
1094,2025-08-27,C0041,Centro,Efectivo,Detergente,Limpieza,2,55.82,111.64
1094,2025-08-27,C0041,Centro,Efectivo,Detergente,Limpieza,1,55.2,55.2
1094,2025-08-27,C0041,Centro,Efectivo,Detergente,Limpieza,2,53.54,107.08
1094,2025-08-27,C0041,Centro,Efectivo,Leche 1L,Lácteos,2,24.32,48.64
1094,2025-08-27,C0041,Centro,Efectivo,Detergente,Limpieza,3,57.35,172.05
1095,2025-08-27,C0002,Centro,Tarjeta,Pan de dulce,Panadería,1,9.98,9.98
1095,2025-08-27,C0002,Centro,Tarjeta,Detergente,Limpieza,1,56.28,56.28
1095,2025-08-27,C0002,Centro,Tarjeta,Detergente,Limpieza,3,53.79,161.37
1095,2025-08-27,C0002,Centro,Tarjeta,Cerveza 355ml,Bebidas,1,22.16,22.16
1095,2025-08-27,C0002,Centro,Tarjeta,Pan de dulce,Panadería,2,9.85,19.7
1096,2025-08-27,C0005,Centro,Efectivo,Detergente,Limpieza,3,55.99,167.97
1096,2025-08-27,C0005,Centro,Efectivo,Detergente,Limpieza,1,55.05,55.05
1097,2025-08-27,C0014,Del Valle,Transferencia,Jabón de baño,Limpieza,2,14.43,28.86
1097,2025-08-27,C0014,Del Valle,Transferencia,Leche 1L,Lácteos,1,24.78,24.78
1097,2025-08-27,C0014,Del Valle,Transferencia,Pan de dulce,Panadería,1,10.04,10.04
1097,2025-08-27,C0014,Del Valle,Transferencia,Detergente,Limpieza,2,54.62,109.24
1097,2025-08-27,C0014,Del Valle,Transferencia,Agua 1L,Bebidas,2,12.2,24.4
1098,2025-08-27,C0020,Del Valle,Tarjeta,Detergente,Limpieza,2,53.52,107.04
1099,2025-08-27,C0168,Centro,Efectivo,Detergente,Limpieza,2,56.31,112.62
1099,2025-08-27,C0168,Centro,Efectivo,Detergente,Limpieza,1,56.72,56.72
1099,2025-08-27,C0168,Centro,Efectivo,Agua 1L,Bebidas,2,12.11,24.22
1099,2025-08-27,C0168,Centro,Efectivo,Detergente,Limpieza,3,53.61,160.83
1099,2025-08-27,C0168,Centro,Efectivo,Detergente,Limpieza,1,55.31,55.31
1100,2025-08-27,C0034,Norte,Tarjeta,Detergente,Limpieza,2,54.1,108.2
1100,2025-08-27,C0034,Norte,Tarjeta,Papel higiénico (4u),Limpieza,2,33.81,67.62
1101,2025-08-27,C0006,Centro,Efectivo,Detergente,Limpieza,2,54.07,108.14
1101,2025-08-27,C0006,Centro,Efectivo,Pan de dulce,Panadería,1,10.05,10.05
1101,2025-08-27,C0006,Centro,Efectivo,Detergente,Limpieza,1,56.23,56.23
1101,2025-08-27,C0006,Centro,Efectivo,Pan de dulce,Panadería,2,10.05,20.1
1101,2025-08-27,C0006,Centro,Efectivo,Agua 1L,Bebidas,1,11.85,11.85
1102,2025-08-27,C0001,Del Valle,Tarjeta,Detergente,Limpieza,2,56.47,112.94
1102,2025-08-27,C0001,Del Valle,Tarjeta,Detergente,Limpieza,1,53.26,53.26
1102,2025-08-27,C0001,Del Valle,Tarjeta,Detergente,Limpieza,2,57.48,114.96
1102,2025-08-27,C0001,Del Valle,Tarjeta,Detergente,Limpieza,1,53.43,53.43
1103,2025-08-27,C0090,Centro,Efectivo,Agua 1L,Bebidas,2,12.55,25.1
1104,2025-08-27,C0036,Centro,Efectivo,Detergente,Limpieza,3,56.51,169.53
1104,2025-08-27,C0036,Centro,Efectivo,Detergente,Limpieza,2,56.02,112.04
1104,2025-08-27,C0036,Centro,Efectivo,Detergente,Limpieza,1,52.84,52.84
1104,2025-08-27,C0036,Centro,Efectivo,Detergente,Limpieza,1,57.22,57.22
1104,2025-08-27,C0036,Centro,Efectivo,Aceite 1L,Abarrotes,2,37.7,75.4
1105,2025-08-27,C0204,Centro,Tarjeta,Detergente,Limpieza,1,56.26,56.26
1106,2025-08-27,C0185,Norte,Efectivo,Detergente,Limpieza,3,53.65,160.95
1106,2025-08-27,C0185,Norte,Efectivo,Detergente,Limpieza,3,53.2,159.6
1106,2025-08-27,C0185,Norte,Efectivo,Detergente,Limpieza,2,52.61,105.22
1106,2025-08-27,C0185,Norte,Efectivo,Detergente,Limpieza,1,52.36,52.36
1106,2025-08-27,C0185,Norte,Efectivo,Refresco 600ml,Bebidas,3,13.69,41.07
1107,2025-08-27,C0003,Centro,Tarjeta,Detergente,Limpieza,2,54.68,109.36
1107,2025-08-27,C0003,Centro,Tarjeta,Detergente,Limpieza,3,54.81,164.43
1107,2025-08-27,C0003,Centro,Tarjeta,Detergente,Limpieza,3,53.63,160.89
1107,2025-08-27,C0003,Centro,Tarjeta,Detergente,Limpieza,1,54.38,54.38
1107,2025-08-27,C0003,Centro,Tarjeta,Pan de dulce,Panadería,1,9.53,9.53
1108,2025-08-27,C0170,Norte,Efectivo,Detergente,Limpieza,3,57.7,173.1
1108,2025-08-27,C0170,Norte,Efectivo,Agua 1L,Bebidas,3,11.74,35.22
1108,2025-08-27,C0170,Norte,Efectivo,Detergente,Limpieza,3,53.56,160.68
1109,2025-08-27,C0198,Centro,Tarjeta,Detergente,Limpieza,1,56.17,56.17
1110,2025-08-27,C0030,Norte,Tarjeta,Pan de dulce,Panadería,2,9.56,19.12
1110,2025-08-27,C0030,Norte,Tarjeta,Detergente,Limpieza,2,55.3,110.6
1110,2025-08-27,C0030,Norte,Tarjeta,Pan de dulce,Panadería,3,10.05,30.15
1111,2025-08-27,C0084,Centro,Efectivo,Papel higiénico (4u),Limpieza,2,35.17,70.34
1111,2025-08-27,C0084,Centro,Efectivo,Detergente,Limpieza,1,57.41,57.41
1111,2025-08-27,C0084,Centro,Efectivo,Detergente,Limpieza,3,53.67,161.01
1111,2025-08-27,C0084,Centro,Efectivo,Agua 1L,Bebidas,2,12.54,25.08
1112,2025-08-27,C0009,Del Valle,Tarjeta,Chicharrón,Botanas,1,20.98,20.98
1112,2025-08-27,C0009,Del Valle,Tarjeta,Detergente,Limpieza,3,54.47,163.41
1112,2025-08-27,C0009,Del Valle,Tarjeta,Agua 1L,Bebidas,3,11.76,35.28
1112,2025-08-27,C0009,Del Valle,Tarjeta,Queso 250g,Lácteos,1,43.59,43.59
1113,2025-08-28,C0151,Centro,Efectivo,Agua 1L,Bebidas,2,12.19,24.38
1113,2025-08-28,C0151,Centro,Efectivo,Papel higiénico (4u),Limpieza,1,35.62,35.62
1114,2025-08-28,C0009,Del Valle,Tarjeta,Aceite 1L,Abarrotes,3,39.18,117.54
1114,2025-08-28,C0009,Del Valle,Tarjeta,Detergente,Limpieza,3,57.18,171.54
1115,2025-08-28,C0030,Centro,Tarjeta,Agua 1L,Bebidas,3,11.78,35.34
1115,2025-08-28,C0030,Centro,Tarjeta,Detergente,Limpieza,1,56.73,56.73
1115,2025-08-28,C0030,Centro,Tarjeta,Detergente,Limpieza,2,53.5,107.0
1115,2025-08-28,C0030,Centro,Tarjeta,Detergente,Limpieza,2,56.93,113.86
1116,2025-08-28,C0098,Norte,Efectivo,Detergente,Limpieza,1,55.95,55.95
1116,2025-08-28,C0098,Norte,Efectivo,Queso 250g,Lácteos,2,43.35,86.7
1116,2025-08-28,C0098,Norte,Efectivo,Detergente,Limpieza,2,56.51,113.02
1116,2025-08-28,C0098,Norte,Efectivo,Papel higiénico (4u),Limpieza,1,34.28,34.28
1117,2025-08-28,C0030,Del Valle,Efectivo,Pan de dulce,Panadería,3,10.42,31.26
1117,2025-08-28,C0030,Del Valle,Efectivo,Pan de dulce,Panadería,2,9.66,19.32
1117,2025-08-28,C0030,Del Valle,Efectivo,Detergente,Limpieza,3,56.01,168.03
1118,2025-08-28,C0018,Centro,Transferencia,Pan de dulce,Panadería,1,9.97,9.97
1119,2025-08-28,C0015,Norte,Tarjeta,Detergente,Limpieza,1,54.04,54.04
1119,2025-08-28,C0015,Norte,Tarjeta,Pan de dulce,Panadería,1,10.5,10.5
1119,2025-08-28,C0015,Norte,Tarjeta,Detergente,Limpieza,1,56.36,56.36
1119,2025-08-28,C0015,Norte,Tarjeta,Detergente,Limpieza,2,54.31,108.62
1119,2025-08-28,C0015,Norte,Tarjeta,Detergente,Limpieza,1,52.88,52.88
1120,2025-08-28,C0022,Del Valle,Tarjeta,Detergente,Limpieza,2,57.05,114.1
1120,2025-08-28,C0022,Del Valle,Tarjeta,Agua 1L,Bebidas,2,12.07,24.14
1121,2025-08-28,C0010,Norte,Tarjeta,Detergente,Limpieza,1,55.96,55.96
1121,2025-08-28,C0010,Norte,Tarjeta,Detergente,Limpieza,3,54.87,164.61
1121,2025-08-28,C0010,Norte,Tarjeta,Pan de dulce,Panadería,2,10.06,20.12
1121,2025-08-28,C0010,Norte,Tarjeta,Pan de dulce,Panadería,2,9.69,19.38
1122,2025-08-28,C0098,Norte,Efectivo,Chicharrón,Botanas,1,20.09,20.09
1122,2025-08-28,C0098,Norte,Efectivo,Detergente,Limpieza,2,56.23,112.46
1122,2025-08-28,C0098,Norte,Efectivo,Pan de dulce,Panadería,3,9.7,29.1
1122,2025-08-28,C0098,Norte,Efectivo,Detergente,Limpieza,3,56.94,170.82
1123,2025-08-28,C0019,Norte,Tarjeta,Detergente,Limpieza,1,53.65,53.65
1123,2025-08-28,C0019,Norte,Tarjeta,Detergente,Limpieza,1,57.18,57.18
1124,2025-08-28,C0012,Centro,Efectivo,Detergente,Limpieza,2,55.64,111.28
1125,2025-08-28,C0028,Del Valle,Efectivo,Detergente,Limpieza,3,52.54,157.62
1125,2025-08-28,C0028,Del Valle,Efectivo,Detergente,Limpieza,1,55.07,55.07
1126,2025-08-28,C0022,Centro,Efectivo,Detergente,Limpieza,3,54.25,162.75
1126,2025-08-28,C0022,Centro,Efectivo,Detergente,Limpieza,2,53.18,106.36
1127,2025-08-29,C0140,Centro,Efectivo,Agua 1L,Bebidas,2,12.31,24.62
1127,2025-08-29,C0140,Centro,Efectivo,Detergente,Limpieza,3,55.33,165.99
1127,2025-08-29,C0140,Centro,Efectivo,Detergente,Limpieza,3,57.64,172.92
1127,2025-08-29,C0140,Centro,Efectivo,Detergente,Limpieza,3,56.63,169.89
1128,2025-08-29,C0010,Norte,Efectivo,Pan de dulce,Panadería,3,9.82,29.46
1129,2025-08-29,C0131,Centro,Efectivo,Chicharrón,Botanas,1,19.8,19.8
1129,2025-08-29,C0131,Centro,Efectivo,Detergente,Limpieza,3,57.5,172.5
1130,2025-08-29,C0017,Norte,Tarjeta,Huevo (docena),Abarrotes,3,31.42,94.26
1131,2025-08-29,C0019,Centro,Efectivo,Chicharrón,Botanas,3,20.57,61.71
1131,2025-08-29,C0019,Centro,Efectivo,Detergente,Limpieza,1,55.86,55.86
1131,2025-08-29,C0019,Centro,Efectivo,Chicharrón,Botanas,3,20.88,62.64
1131,2025-08-29,C0019,Centro,Efectivo,Detergente,Limpieza,1,54.0,54.0
1132,2025-08-29,C0105,Centro,Efectivo,Pan de dulce,Panadería,3,9.69,29.07
1132,2025-08-29,C0105,Centro,Efectivo,Pan de dulce,Panadería,1,10.45,10.45
1133,2025-08-29,C0007,Centro,Tarjeta,Detergente,Limpieza,1,52.56,52.56
1134,2025-08-29,C0028,Centro,Tarjeta,Detergente,Limpieza,3,53.57,160.71
1134,2025-08-29,C0028,Centro,Tarjeta,Detergente,Limpieza,1,57.41,57.41
1134,2025-08-29,C0028,Centro,Tarjeta,Detergente,Limpieza,3,52.84,158.52
1134,2025-08-29,C0028,Centro,Tarjeta,Detergente,Limpieza,3,53.39,160.17
1134,2025-08-29,C0028,Centro,Tarjeta,Pan de dulce,Panadería,2,10.5,21.0
1135,2025-08-29,C0019,Centro,Tarjeta,Detergente,Limpieza,3,56.57,169.71
1136,2025-08-29,C0109,Norte,Efectivo,Papel higiénico (4u),Limpieza,2,33.95,67.9
1136,2025-08-29,C0109,Norte,Efectivo,Shampoo,Cuidado personal,2,49.96,99.92
1136,2025-08-29,C0109,Norte,Efectivo,Chicharrón,Botanas,1,20.19,20.19
1136,2025-08-29,C0109,Norte,Efectivo,Detergente,Limpieza,2,52.31,104.62
1137,2025-08-29,C0003,Norte,Efectivo,Pan de dulce,Panadería,2,9.81,19.62
1137,2025-08-29,C0003,Norte,Efectivo,Pan de dulce,Panadería,3,10.35,31.05
1137,2025-08-29,C0003,Norte,Efectivo,Chicharrón,Botanas,2,19.51,39.02
1137,2025-08-29,C0003,Norte,Efectivo,Detergente,Limpieza,2,53.26,106.52
1137,2025-08-29,C0003,Norte,Efectivo,Refresco 600ml,Bebidas,2,13.47,26.94
1138,2025-08-29,C0029,Norte,Transferencia,Detergente,Limpieza,2,54.83,109.66
1138,2025-08-29,C0029,Norte,Transferencia,Pan de dulce,Panadería,3,10.32,30.96
1138,2025-08-29,C0029,Norte,Transferencia,Detergente,Limpieza,1,56.03,56.03
1138,2025-08-29,C0029,Norte,Transferencia,Agua 1L,Bebidas,1,12.21,12.21
1138,2025-08-29,C0029,Norte,Transferencia,Agua 1L,Bebidas,3,12.15,36.45
1139,2025-08-29,C0150,Centro,Tarjeta,Papel higiénico (4u),Limpieza,1,35.8,35.8
1139,2025-08-29,C0150,Centro,Tarjeta,Papel higiénico (4u),Limpieza,1,35.7,35.7
1139,2025-08-29,C0150,Centro,Tarjeta,Detergente,Limpieza,3,53.0,159.0
1139,2025-08-29,C0150,Centro,Tarjeta,Agua 1L,Bebidas,3,11.58,34.74
1140,2025-08-29,C0133,Centro,Efectivo,Pan de dulce,Panadería,3,10.01,30.03
1140,2025-08-29,C0133,Centro,Efectivo,Pan de dulce,Panadería,1,10.31,10.31
1140,2025-08-29,C0133,Centro,Efectivo,Pan de dulce,Panadería,2,9.8,19.6
1141,2025-08-29,C0173,Norte,Tarjeta,Refresco 600ml,Bebidas,2,14.02,28.04
1141,2025-08-29,C0173,Norte,Tarjeta,Detergente,Limpieza,3,57.1,171.3
1141,2025-08-29,C0173,Norte,Tarjeta,Agua 1L,Bebidas,1,11.67,11.67
1141,2025-08-29,C0173,Norte,Tarjeta,Queso 250g,Lácteos,3,46.83,140.49
1141,2025-08-29,C0173,Norte,Tarjeta,Detergente,Limpieza,2,55.95,111.9
1142,2025-08-29,C0031,Centro,Efectivo,Detergente,Limpieza,1,54.67,54.67
1142,2025-08-29,C0031,Centro,Efectivo,Chicharrón,Botanas,3,20.68,62.04
1142,2025-08-29,C0031,Centro,Efectivo,Detergente,Limpieza,2,56.23,112.46
1142,2025-08-29,C0031,Centro,Efectivo,Agua 1L,Bebidas,3,12.31,36.93
1142,2025-08-29,C0031,Centro,Efectivo,Agua 1L,Bebidas,2,12.12,24.24
1143,2025-08-29,C0205,Centro,Efectivo,Detergente,Limpieza,3,54.73,164.19
1143,2025-08-29,C0205,Centro,Efectivo,Detergente,Limpieza,3,57.32,171.96
1143,2025-08-29,C0205,Centro,Efectivo,Detergente,Limpieza,3,56.96,170.88
1144,2025-08-29,C0094,Norte,Efectivo,Chicharrón,Botanas,1,19.76,19.76
1144,2025-08-29,C0094,Norte,Efectivo,Detergente,Limpieza,2,54.71,109.42
1144,2025-08-29,C0094,Norte,Efectivo,Detergente,Limpieza,1,52.51,52.51
1144,2025-08-29,C0094,Norte,Efectivo,Queso 250g,Lácteos,1,46.11,46.11
1145,2025-08-29,C0042,Centro,Efectivo,Agua 1L,Bebidas,1,12.24,12.24
1145,2025-08-29,C0042,Centro,Efectivo,Detergente,Limpieza,3,55.64,166.92
1145,2025-08-29,C0042,Centro,Efectivo,Agua 1L,Bebidas,1,11.8,11.8
1145,2025-08-29,C0042,Centro,Efectivo,Detergente,Limpieza,1,53.82,53.82
1145,2025-08-29,C0042,Centro,Efectivo,Pan de dulce,Panadería,3,10.36,31.08
1146,2025-08-29,C0018,Del Valle,Efectivo,Detergente,Limpieza,3,56.93,170.79
1146,2025-08-29,C0018,Del Valle,Efectivo,Agua 1L,Bebidas,1,12.3,12.3
1146,2025-08-29,C0018,Del Valle,Efectivo,Papel higiénico (4u),Limpieza,1,36.0,36.0
1146,2025-08-29,C0018,Del Valle,Efectivo,Aceite 1L,Abarrotes,2,36.38,72.76
1146,2025-08-29,C0018,Del Valle,Efectivo,Pan de dulce,Panadería,1,9.58,9.58
1147,2025-08-29,C0025,Centro,Efectivo,Detergente,Limpieza,1,56.48,56.48
1147,2025-08-29,C0025,Centro,Efectivo,Papel higiénico (4u),Limpieza,3,34.03,102.09
1147,2025-08-29,C0025,Centro,Efectivo,Agua 1L,Bebidas,3,12.52,37.56
1148,2025-08-30,C0180,Centro,Tarjeta,Detergente,Limpieza,1,55.55,55.55
1148,2025-08-30,C0180,Centro,Tarjeta,Pan de dulce,Panadería,2,9.54,19.08
1149,2025-08-30,C0015,Centro,Tarjeta,Detergente,Limpieza,2,56.88,113.76
1149,2025-08-30,C0015,Centro,Tarjeta,Detergente,Limpieza,1,55.88,55.88
1150,2025-08-30,C0006,Norte,Efectivo,Agua 1L,Bebidas,2,11.65,23.3
1150,2025-08-30,C0006,Norte,Efectivo,Aceite 1L,Abarrotes,3,38.01,114.03
1150,2025-08-30,C0006,Norte,Efectivo,Agua 1L,Bebidas,3,12.18,36.54
1150,2025-08-30,C0006,Norte,Efectivo,Detergente,Limpieza,1,53.36,53.36
1151,2025-08-30,C0186,Centro,Tarjeta,Detergente,Limpieza,1,57.65,57.65
1152,2025-08-30,C0185,Centro,Tarjeta,Chicharrón,Botanas,3,20.15,60.45
1152,2025-08-30,C0185,Centro,Tarjeta,Detergente,Limpieza,2,57.56,115.12
1153,2025-08-30,C0086,Norte,Efectivo,Pan de dulce,Panadería,1,10.16,10.16
1153,2025-08-30,C0086,Norte,Efectivo,Detergente,Limpieza,1,54.8,54.8
1153,2025-08-30,C0086,Norte,Efectivo,Aceite 1L,Abarrotes,1,37.96,37.96
1154,2025-08-30,C0142,Del Valle,Efectivo,Detergente,Limpieza,3,53.84,161.52
1155,2025-08-30,C0011,Centro,Efectivo,Pan de dulce,Panadería,2,9.57,19.14
1155,2025-08-30,C0011,Centro,Efectivo,Detergente,Limpieza,1,52.8,52.8
1156,2025-08-30,C0008,Norte,Tarjeta,Detergente,Limpieza,1,55.95,55.95
1157,2025-08-30,C0015,Centro,Tarjeta,Detergente,Limpieza,3,55.08,165.24
1157,2025-08-30,C0015,Centro,Tarjeta,Detergente,Limpieza,3,56.4,169.2
1157,2025-08-30,C0015,Centro,Tarjeta,Papel higiénico (4u),Limpieza,3,34.3,102.9
1157,2025-08-30,C0015,Centro,Tarjeta,Detergente,Limpieza,1,54.04,54.04
1157,2025-08-30,C0015,Centro,Tarjeta,Papel higiénico (4u),Limpieza,1,33.99,33.99
1158,2025-08-30,C0013,Centro,Transferencia,Detergente,Limpieza,3,54.01,162.03
1158,2025-08-30,C0013,Centro,Transferencia,Queso 250g,Lácteos,2,45.59,91.18
1159,2025-08-30,C0014,Del Valle,Transferencia,Pan de dulce,Panadería,1,10.25,10.25
1159,2025-08-30,C0014,Del Valle,Transferencia,Detergente,Limpieza,1,52.36,52.36
1160,2025-08-30,C0004,Del Valle,Tarjeta,Detergente,Limpieza,2,54.64,109.28
1160,2025-08-30,C0004,Del Valle,Tarjeta,Detergente,Limpieza,2,56.1,112.2
1160,2025-08-30,C0004,Del Valle,Tarjeta,Detergente,Limpieza,2,53.85,107.7
1160,2025-08-30,C0004,Del Valle,Tarjeta,Papel higiénico (4u),Limpieza,2,35.99,71.98
1161,2025-08-30,C0002,Centro,Tarjeta,Chicharrón,Botanas,2,19.37,38.74
1161,2025-08-30,C0002,Centro,Tarjeta,Detergente,Limpieza,2,57.41,114.82
1161,2025-08-30,C0002,Centro,Tarjeta,Detergente,Limpieza,2,54.03,108.06
1162,2025-08-30,C0006,Centro,Efectivo,Detergente,Limpieza,1,54.29,54.29
1163,2025-08-30,C0039,Centro,Transferencia,Detergente,Limpieza,2,54.97,109.94
1163,2025-08-30,C0039,Centro,Transferencia,Pan de dulce,Panadería,1,9.53,9.53
1164,2025-08-30,C0022,Centro,Tarjeta,Leche 1L,Lácteos,2,23.64,47.28
1164,2025-08-30,C0022,Centro,Tarjeta,Queso 250g,Lácteos,1,45.27,45.27
1164,2025-08-30,C0022,Centro,Tarjeta,Agua 1L,Bebidas,3,11.96,35.88
1164,2025-08-30,C0022,Centro,Tarjeta,Detergente,Limpieza,3,55.11,165.33
1164,2025-08-30,C0022,Centro,Tarjeta,Detergente,Limpieza,3,52.58,157.74
1165,2025-08-30,C0010,Centro,Tarjeta,Pan de dulce,Panadería,3,9.6,28.8
1166,2025-08-30,C0116,Del Valle,Tarjeta,Detergente,Limpieza,1,55.96,55.96
1166,2025-08-30,C0116,Del Valle,Tarjeta,Detergente,Limpieza,1,56.17,56.17
1166,2025-08-30,C0116,Del Valle,Tarjeta,Detergente,Limpieza,2,57.19,114.38
1167,2025-08-30,C0035,Centro,Tarjeta,Chicharrón,Botanas,1,19.43,19.43
1167,2025-08-30,C0035,Centro,Tarjeta,Detergente,Limpieza,1,55.11,55.11
1167,2025-08-30,C0035,Centro,Tarjeta,Jabón de baño,Limpieza,1,13.41,13.41
1167,2025-08-30,C0035,Centro,Tarjeta,Detergente,Limpieza,3,57.73,173.19
1167,2025-08-30,C0035,Centro,Tarjeta,Papel higiénico (4u),Limpieza,1,36.68,36.68
1168,2025-08-30,C0026,Norte,Efectivo,Pan de dulce,Panadería,3,9.52,28.56
1168,2025-08-30,C0026,Norte,Efectivo,Papel higiénico (4u),Limpieza,2,33.46,66.92
1168,2025-08-30,C0026,Norte,Efectivo,Detergente,Limpieza,2,54.79,109.58
1169,2025-08-30,C0007,Centro,Efectivo,Detergente,Limpieza,3,55.36,166.08
1170,2025-08-30,C0010,Norte,Transferencia,Aceite 1L,Abarrotes,3,37.11,111.33
1170,2025-08-30,C0010,Norte,Transferencia,Pan de dulce,Panadería,1,10.43,10.43
1171,2025-08-30,C0003,Del Valle,Efectivo,Detergente,Limpieza,3,54.39,163.17
1172,2025-08-31,C0059,Del Valle,Tarjeta,Papel higiénico (4u),Limpieza,2,35.06,70.12
1172,2025-08-31,C0059,Del Valle,Tarjeta,Detergente,Limpieza,2,56.03,112.06
1172,2025-08-31,C0059,Del Valle,Tarjeta,Detergente,Limpieza,3,52.79,158.37
1172,2025-08-31,C0059,Del Valle,Tarjeta,Detergente,Limpieza,3,55.42,166.26
1172,2025-08-31,C0059,Del Valle,Tarjeta,Detergente,Limpieza,2,53.38,106.76
1173,2025-08-31,C0026,Norte,Tarjeta,Pan de dulce,Panadería,2,10.39,20.78
1173,2025-08-31,C0026,Norte,Tarjeta,Detergente,Limpieza,3,54.63,163.89
1173,2025-08-31,C0026,Norte,Tarjeta,Pan de dulce,Panadería,2,9.6,19.2
